,text,truthVals
7247,"Says Donald Trump ""said as recently as a few weeks ago in Phoenix that every undocumented person would be subject to deportation.""",0.8
7248,"""We are bogged down in a war that John McCain now suggests might go on for another 100 years.""",0.2
7249,"""Under Obama’s plan (for welfare), you wouldn’t have to work and wouldn’t have to train for a job. They just send you your welfare check.""",0.0
7250,Says GOP Senate nominee Darryl Glenn said he wants to see Ted Cruz appointed to the U.S. Supreme Court.,1.0
7251,"Says President Franklin Delano Roosevelt ""felt there wasn’t a need in the public sector to have collective bargaining because the government is the people.""",1.0
7252,Photos prove the Denver light rail system has low ridership.,0.2
7253,Says former Miami-Dade Mayor Carlos Alvarez and current mayoral candidate Carlos Gimenez  both drove fancy European cars at taxpayer expense.,0.6
7254,"Rick Scott ""has said that he would do away with the Department of Community Affairs.""",0.2
7255,"""Toomey and Trump will ban abortion and punish women who have them.""",0.2
7256,"""After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.""",1.0
7257,"Obama said that ""since 1992, the Republicans have had all the good ideas...""",0.2
7258,"Says Texas ranks 49th nationally in ""what we are doing to support our per-pupil investment in education in the state.""",0.8
7259,"Says five Democratic state senators were for her bicycle tailgating bill ""before they were against it.""",1.0
7260,"""My policy is similar to what President Obama did in 2011 when he banned visas for refugees from Iraq for six months.""",0.4
7261,"""More than 20 million people are at risk of dying from starvation within 6 months in 4 nations.""",1.0
7262,"Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded ""means a truthful answer to the questions that (Rick Scott) was asked would incriminate him.""",0.6
7263,"""Of the states that have a lieutenant governor, many are currently discussing the need for such an obsolete office.""",0.4
7264,"Water rates in Manila, Philippines, ""were raised up to 845 percent"" when a subsidiary of the World Bank became a partial owner.",0.6
7265,"Wisconsin’s monthly job reports have a ""margin of error"" of 75 percent and were ""way off"" in eight of first 10 months of 2011.",0.6
7266,"Says Donald Trump ""was one of the people who rooted for the housing crisis. He said back in 2006, ‘Gee, I hope it does collapse because then I can go in and buy some and make some money.’ """,0.8
7267,"Tim Kaine ""made Virginia the best state for business four years in a row.""",0.4
7268,Most tips left at Dunkin’ Donuts don’t go to employees.,0.2
7269,"Peter Kilmartin voted for the 38 Studios loan guarantee and his State House job was to ""twist [legislator’s] arms to vote for deals like this.""",0.4
7270,"""When we go to vote, they ask for driver's license and verify that you are a voter and a citizen in the state of Texas.""",0.6
7271,"""Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.""",0.8
7272,"Every 1 percent increase in the number of Ohioans with bachelor’s degrees ""means economic activity growing the next year and for each year thereafter (by) $2.5 billion dollars.""",0.8
7273,"President Barack Obama ""has now spent three years proving that he kills jobs in energy, he kills jobs in manufacturing.""",0.4
7274,"""The U.S. representatives that voted to keep militarizing the police received 73 percent more campaign money from the defense industry"" than the representatives who voted to stop it.",0.8
7275,"""Things went wrong with the Medicare prescription D plan that George Bush rolled out.""",1.0
7276,"Says the Obama administration ""watered down sanctions"" against Iran, delayed them and tried to stop Congress ""from putting the tough sanctions in place.""",0.4
7277,"""At this particular point in time, looking at the field, there’s only one individual that’s ever had the uniform of his country on—and that’s me.""",0.6
7278,"""Congress as a whole is less popular than it’s been since polling was invented.""",1.0
7279,"Says Rick Scott has ""teamed up with a felon convicted of running a Ponzi scheme to smear Charlie Crist.""",0.2
7280,"""I did not play any role in bringing the company to RI as did others in government. I was tasked with handling the legislation affecting the company by my superiors.""",0.2
7281,Milwaukee lost the headquarters for MillerCoors because the area lacks good transit.,0.2
7282,"""There’s no money"" for Planned Parenthood in the bill that would keep the government open.",1.0
7283,"A Georgia religious freedom bill would help Catholic institutions that, under Obamacare, could be forced to provide abortion-inducing drugs.",0.2
7284,"""I delivered to you a budget that ... cuts taxes by $2 billion.""",0.8
7285,"Says 21,000 Wisconsin residents got jobs in 2011, but ""18,000 of them"" were in other states.",0.2
7286,"Pasco County ""opened 22 new schools over six years to keep pace with growth in student population and implement the class size amendment.""",0.6
7287,"""This year, the federal government will have more revenue than any year in the history of our country.""",0.6
7288,"""The president campaigned against this type of legislation.""",1.0
7289,"""The Declaration of Independence was written on paper made out of hemp.""",0.2
7290,"In Rhode Island ""there are 150 different pension plans for public workers.""",1.0
7291,"""Every single day in this country, 1,000 people are deported and the vast majority of those people that are deported aren't criminals.""",0.6
7292,"There are ""10 or 20 deaths a year from foodborne illness"" in the United States.",0.2
7293,"Because of Jim Whelan, ""the 1990s are the only decade since the 1920s when the population of Atlantic City actually went up.""",0.6
7294,"""Currently we have some 40-45% of Americans who are not paying any taxes.""",0.4
7295,"A 2005 gay pride vote ""had nothing to do with discrimination.""",0.2
7296,"""Poverty levels (are) at an all-time high.""",0.4
7297,"The DeWine campaign is ""receiving money from so many more people. (Cordray's) money is coming almost exclusively from the party, labor unions, and special counsel that he has given business to.""",0.6
7298,"The Trans-Pacific Partnership ""knocks out 18,000 tariffs that other countries place on American products and goods.""",0.8
7299,"Under a proposed Georgia law, ""women who miscarry could become felons.""",0.8
7300,Says Rick Perry increased spending in Texas by more than 50 percent.,0.6
7301,"Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.",0.0
7302,"Oregon Health Plan rations ""covered procedures under certain circumstances""",0.6
7303,"""The Republicans didn't have a budget in '02, '04, '06.""",0.6
7304,"""The NRA supported background checks...""",0.8
7305,"""We don't need a separate (prescription drug) database ... Pharmacies already have a database in place.""",0.2
7306,"""Our welfare system now consumes 42 percent of our budget.""",0.6
7307,"""President Obama's bill won't bring down the costs (of health care) for average Americans -- or really for very few Americans, if any.""",0.2
7308,"Says U.S. Senate candidate Tommy Thompson supports a plan for ""privatizing Social Security.""",0.2
7309,"Says Barack Obama ""endorsed a total ban on the manufacture, sale and possession of all handguns.""",0.4
7310,"Democrat Stephen Webber ""voted to allow sex offenders to be within 500 feet of childcare centers and playgrounds, and even voted to allow sex offenders to be coaches.""",0.4
7311,"Says she ""stopped Capital Metro from raising fares for senior and disabled citizens.""",0.8
7312,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.,1.0
7313,"""I don't think I've ever hired an illegal in my life.""",0.4
7314,"Says that in Texas, it’s ""already illegal to enter a bathroom to harm someone.""",0.6
7315,"Woonsocket needs a garbage-burning power plant because ""residents are paying through the nose for electricity that’s fueled by foreign oil, at prices that are skyrocketing.""",0.0
7316,Guantanamo Bay detainees will get the H1N1 vaccine.,1.0
7317,The fastest-rising expense in the U.S. Defense Department is health care.,1.0
7318,Says John Kitzhaber’s proposed budget for upcoming biennium represents 8 percent increase over last,0.4
7319,"Says a ""liberal"" immigration reform group endorsed his GOP primary opponent, Dave Brat.",0.2
7320,Says Measure 3-386 will cost a fortune for elections while Measure 3-388 will cost less.,0.2
7321,"""The reality is, with a $2 trillion-a-year health care budget, we're spending more on health care, nearly 17 percent of our gross domestic product, versus 3.8 percent of GDP on the entire military budget.""",0.4
7322,"""Pls refer to Jan.1 tax changes appropriately: they're OBAMA TAX HIKES & they'll slam every American's savings, investments & job opportunity""",0.2
7323,"""We’re second only to Boston in college students per capita.""",0.2
7324,"""We’re broke. We don’t have any more money.""",0.2
7325,"""Washington cannot hide from the fact that Congress hiked the national debt ceiling to $14.3 trillion. They cannot hide from the fact . . . that the budget that they’re going forward with has more than a $5 trillion in debt in it over the next five years.""",1.0
7326,"Says U.S. Rep. Tom Price is sending letters both supporting and opposing the ""small-business killing Internet Tax Mandate.""",0.2
7327,"""In 2006, Charlie Crist opposed in-state tuition for illegal immigrants.""",1.0
7328,"The Treaty of Tripoli signed by President John Adams was ""his outreach to Muslims.""",0.6
7329,"""The poverty level in"" the Dallas school district ""is one of the highest in the country, higher than New York, Chicago, Los Angeles, Houston, Detroit and Newark.""",0.8
7330,"""We adopted the modern Social Security system at a time when the average person died before they were old enough to get Social Security.""",1.0
7331,A photo from the Russia-Finland hockey game shows a sad Vladimir Putin and Dmitry Medvedev.,0.0
7332,"""Two Iraqis came here to this country, were radicalized and they were the masterminds behind the Bowling Green massacre. … It didn't get covered""",0.2
7333,"""Texas ranks 49th in per-pupil funding among the states.""",0.8
7334,"Forty aides who serve President Barack Obama ""owe $333,485 in back taxes.""",0.8
7335,"Government subsidies for renewable energies such as wind and solar are 100 times greater than those given to gas and coal, and 50 times greater than what the nuclear industry enjoys.",0.6
7336,"A new bill ""was written into the new health care reform initiative ensuring that Congress will be 100 percent exempt.""",0.2
7337,"""The median income in America has dropped by 10 percent in the last four years.""",0.6
7338,"""We are imprisoning or giving jail sentences to young people who are smoking marijuana.""",0.4
7339,"""In this bill that I’ve just signed, we don’t cut anybody’s salary. We don’t take away their pension. And we don’t destroy their health care.""",0.6
7340,"A three-cents-per-ounce soda tax in Philadelphia ""would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.""",0.2
7341,"""We're within 600 miles of 60 percent of America. We're in a perfect location.""",1.0
7342,Says House Republicans rejected a straightforward measure that would prevent members of Congress and the president from being paid during a government shutdown.,0.8
7343,"Says the Department of Homeland Security has ordered ""enough rounds of .40 caliber ammunition to kill every man, woman and child in the United States,"" possibly to combat ""massive civil unrest"" or ""an invasion by a foreign power.""",0.4
7344,"""I cut spending while serving in the state Legislature""",0.8
7345,"""The CBO just said if we cut this (unemployment benefits) extension, we will kill jobs, because those people who are looking for work won't have any money to spend.""",0.6
7346,"Says President Barack Obama ""has amended, delayed, or repealed 19 components of his very own (health care) law.""",0.6
7347,Says state Senate candidate Aaron Bean voted to give health care subsidies to illegal immigrants.,0.2
7348,"""Texas is one of only a handful of states that does not have an equal pay law.""",0.2
7349,"One of the Planned Parenthood videos shows ""a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, 'We have to keep it alive to harvest its brain.' """,0.4
7350,"""Tim Kaine hiked tuition as governor, but now claims to champion affordability.""",0.6
7351,"Says Ralph Hall is ""the oldest member in Congress ever.""",0.2
7352,"""I opposed TPP (Trans-Pacific Partnership) and have always opposed TPP.""",0.8
7353,"The original compromise for the Confederate battle flag in South Carolina ""was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty.""",0.8
7354,"Says ""Nathan Deal killed pro-gun bills in 2013.""",0.4
7355,"Says new GOP Wisconsin Assembly members ""voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.""",0.2
7356,"We are looking at ""150,000 barrels (of oil) per day less next year, and 200,000 barrels per day less being able to be developed from the gulf the year after"" because of the moratorium on new drilling enacted by the Obama administration.",0.4
7357,"""Even when all other state agencies took cuts, Gov. [Nathan] Deal increased education spending every year.""",0.4
7358,The federal government could save $500 million annually by circulating $1 coins instead of $1 bills.,0.6
7359,"Says Barack ""Obama orders life-sized bronze statue of himself to be permanently installed in White House.""",0.0
7360,"""The biggest contribution"" behind a decrease in U.S. unemployment ""was 1.2 million people leaving the workforce""",0.2
7361,"House Republicans required the use of Styrofoam cups in House cafeterias that are ""part of Koch Industries.""",0.0
7362,"Says Texas schools have had ""massive increases"" in class sizes with Rick Perry as governor.",0.2
7363,"""Richard Nixon released tax returns when he was under audit.""",1.0
7364,"""In Ohio, more than half the providers of safe and legal abortion have had to shut down"" since Gov. John Kasich took office in 2011.",0.6
7365,"""We spend twice as much per capita on health care as any other nation on Earth.""",0.2
7366,"""Under President Obama, U.S. security funding for Israel is at an all-time high.""",0.6
7367,The city of Atlanta has $56 million in its reserves.,0.8
7368,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosi's district office in downtown San Francisco.",1.0
7369,"""Under the Affordable Care Act, anyone on Medicare who is admitted to a hospital for observation will be responsible for the bill. Medicare won't pay a cent.""",0.0
7370,"""Republicans enacted the most drastic cuts to K-12 public schools of any state in the nation.""",0.4
7371,"Sen. Jeff Merkley ""voted six times for more debt.""",0.2
7372,"""Grateful insurance company executives and their lobbyists"" from Bermuda gave McCain $50,000.",1.0
7373,"""We will be the first party to elect a bald guy to governor.""",0.2
7374,"The Obama administration has put out ""more of these major rules than the Clinton administration or the Bush administration during comparable times.""",1.0
7375,"Under a new law, doctors performing drug-induced abortions could be charged if women don’t return to them for follow-up care",0.2
7376,On possibly raising the Social Security retirement age.,0.5
7377,"The Atlanta Braves are ""the oldest continuously operating professional sports franchise in America.""",1.0
7378,"Says Wisconsin Gov. Scott Walker’s budget ""calls for raising property taxes by nearly $500 billion.""",0.0
7379,"""Every other major country"" has family paid leave.",0.8
7380,"Says Mary Burke’s Madison school district ""will be the only school district left in the state"" to ""ignore the (Act 10) law"" in the 2015-16 school year.",0.8
7381,"Says Barack Obama has ""the worst record of any president when it comes to putting America deeper in debt.""",0.6
7382,"""The federal minimum wage is worth about 20 percent less than it was when Ronald Reagan"" gave his first address to a joint session of Congress.",0.8
7383,"The property appraiser's budget ""is $1 million less today than when I took office 16 years ago.""",1.0
7384,"Sakineh Mohammadi Ashtiani ""was never sentenced to stoning.""",0.2
7385,"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",0.2
7386,"Says that before Rick Perry became governor, ""only 4 percent of our total labor force was a minimum wage job ... Today, that number has more than doubled (to) 9.5 percent.""",0.6
7387,"""832,000 people lost their job while (Charlie Crist was) governor.""",0.6
7388,"Says state Rep. Patrick Rose votes 90 percent with liberals, backed the state's largest tax increase, proposed nearly $15 billion in government spending and supported ""Obama-style government-run health care system for Texas.""",0.4
7389,"""Obama raises taxes on seniors (and) hard-working families to give welfare to those who pay none.""",0.2
7390,"Rhode Island ""is one of the worst states"" for income equality.",0.4
7391,"""Congress is a very special group of people. More than 80 percent of them never left the United States.""",0.0
7392,"""The conviction rate is almost exactly the same"" for whites and blacks who commit murder.",0.2
7393,Says Paul Ryan's budget relies on the same $700 billion in savings from Medicare that Mitt Romney and other Republicans have been attacking Democrats about.,1.0
7394,"""Cell phone numbers go public this month.""",0.2
7395,"""We're fifth in the world (in executions), behind China, Iran, Iraq and Saudi Arabia.""",0.8
7396,"Dem-controlled Ohio House voted ""to change the process, to create objective criteria, to modify the Constitution"" ... to ""take politics out of the efforts to draw legislative boundaries.""",0.2
7397,"Student loans from the federal government issued between 2007 and 2012 are on target ""to produce $66 billion in profits for the United States government.""",0.6
7398,"Foreign Trade Zones allow U.S. ""land to be inhabited by Chinese communists -- communists straight from China! They are to set up little towns and live here.""",0.0
7399,"Western Europeans ""can fly in the United States without even having a visa.""",1.0
7400,"""When George Bush became president of the United States, 17 million people were in poverty. When he left, 30 million people were in poverty.""",0.2
7401,"""Don't believe those phony numbers when you hear 4.9 and 5 percent unemployment. The number's probably 28, 29, as high as 35. In fact, I even heard recently 42 percent.""",0.0
7402,"""There hasn’t been a Republican in the legislature or the City Council in Providence in over 30 years.""",0.4
7403,Atlanta is the No. 1 trading point for sexual slavery in America. Between 100 and 200 girls are sold into slavery in Atlanta every month.,0.6
7404,Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.,0.8
7405,On support for gay marriage,0.5
7406,"""You've got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.""",0.8
7407,"Laurie Monnes Anderson ""voted to let violent criminals out of jail early.""",0.8
7408,"""In Florida, we have the lowest in-state tuition of any state.""",0.4
7409,"""Barack Obama is in an economy that's only worsened since he's been president of the United States.""",0.6
7410,"Says Paul Ryan ""is still endorsing Trump.""",1.0
7411,"""There are tens of thousands of homes right here in California where you turn on the faucet but you can't drink the water.""",0.6
7412,"$50,000. That's what every child owes today because Washington politicians have run up a huge spending tab and left our kids the bill.""",0.8
7413,"On assault weapon violence: ""Ducks have more protection than people in Virginia.""",0.0
7414,"A Republican-led softening of firearms training rules means that ""untrained individuals"" would be allowed to carry guns with a state permit.",1.0
7415,"Administrative employees at colleges and universities have ""more than doubled over the last 25 years, outpacing the growth of students by more than 2 to 1.""",0.8
7416,"""For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000.""",1.0
7417,"""It isn't me cutting the budget. It's the Congress' decision on sequestration. So it isn't secretary of defense or the president doing this.""",0.6
7418,"""In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects.""",0.8
7419,Forty-five percent of Americans went without needed care because of costs in 2007.,0.8
7420,"Says Damascus’ disincorporation would produce ""NO significant tax savings.""",0.2
7421,"Says Donald Trump promised ""the mass deportation of Latino families.""",0.6
7422,"""Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.""",1.0
7423,"New jobs numbers are in, and Wisconsin has ""fallen to dead last in Midwest job growth.""",0.2
7424,"In the stimulus, ""$15 million dollars  went to 'build a bigger, better airport' for the town of Ouzinkie, Alaska,  population 165.""",1.0
7425,Says Texas ranks last in the percentage of residents with high school diplomas.,1.0
7426,On federal stimulus money for expanding rail service.,0.5
7427,"Says Sheldon Whitehouse said on Senate floor: ""Everybody in Rhode Island who disagrees with me about Obamacare is an Aryan, is a white supremacist.""",0.0
7428,"The authors of a report on CIA’s torture techniques ""never interviewed a single CIA official.""",0.6
7429,"Obama ""basically threatened to bomb Pakistan.""",0.0
7430,"""We had people that were getting killed (in Benghazi), we had people who are willing to risk their lives to go save them, and somebody told them to stand down.""",0.2
7431,"""Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half.""",0.8
7432,"""When Nancy Nusbaum was Brown County executive, spending went up nearly 50 percent.""",0.8
7433,"In Texas, ""a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.""",0.6
7434,Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.,0.0
7435,"""In Connecticut and New York, students at Achievement First schools consistently outperform city and statewide averages.""",0.6
7436,"Says Romney and Ryan ""both backed proposals that would outlaw abortions even in cases of rape or incest.""",0.6
7437,"Says that Republican Darryl Glenn has described Democrats as ""evil"" and has said he's ""tired of hearing about Republicans reaching across the aisle.""",1.0
7438,"Says Jeb Bush ""significantly cut early voting prior to the 2008 presidential election.""",0.8
7439,"""The Chinese are there"" in Syria.",0.2
7440,On timing of announcement for president.,0.5
7441,"Says Rep. Jon Runyan ""voted to redefine rape.""",0.2
7442,"She ""led the fight to stop health insurance rate hikes and saved Rhode Island families over $150 million.""",0.6
7443,"After the attack on a U.S. diplomatic mission in Benghazi, Libya, ""the ambassador's body was dragged through the street.""",0.2
7444,"The United States is at ""historic record highs"" of individuals being apprehended on the border from countries with terrorist ties such as ""Pakistan or Afghanistan or Syria.""",0.0
7445,"""Mitt Romney's companies were pioneers in outsourcing U.S. jobs to low-wage countries.""",0.6
7446,"The majority of public funding for the Marlins stadium ""came from hotel taxes, the burden of which is incurred by tourists who are visiting our city, NOT the resident taxpayers.""",0.6
7447,"""Spending of government money is 17 percent less than it was a decade ago.""",1.0
7448,"""The FL Guard has defended our freedom in Afghanistan, Iraq, and put their lives at risk; now the fed govt is going to cut their pay 20%.""",0.6
7449,"When Mitt Romney was governor of Massachusetts, he ""stood in front of a coal plant and pointed at it and said, ‘This plant kills.’""",1.0
7450,"""The largest number of bankruptcies in our country are really as a result of health care.""",0.6
7451,On whether the governor of Massachusetts should be able to appoint an interim U.S. senator,0.5
7452,"Says potential Democratic opponent Mary Burke ""implemented the policies of Jim Doyle. Those are the policies that, in his last term, saw the state lose more than 133,000 jobs.""",0.4
7453,"""Social Security is indeed a Ponzi scheme.""",0.2
7454,"Louie Gohmert of Texas ""blamed the mass shooting at a movie theater in Colorado on ‘the ongoing attacks on Judeo-Christian beliefs.'""",0.4
7455,"Says New Hampshire’s second congressional district includes two counties where ""almost 5 percent if not more"" of residents are enrolled in the state’s expanded Medicaid program.",1.0
7456,"The Providence teacher contract ""is one of the longest in the country.""",0.2
7457,"""Two years ago Providence alone spent $50,000 a year notifying the school department"" about residents in the state's sex offender registry.",0.6
7458,"""We are the only industrialized nation that doesn't guarantee workers paid family leave.""",0.8
7459,"Says an appointed board created under Obamacare ""will have the ability to come between you and your doctor in determining the best treatment options for you!""",0.2
7460,"Says Donald Trump’s ""Make America Great Again"" caps are ""made in China.""",0.0
7461,"""Attorney General Roy Cooper refuses to do his job"" by not defending House Bill 2 in a lawsuit.",0.6
7462,"David Dewhurst ""has never once cut one penny from the state budget.""",0.2
7463,"""Many of the companies bankrolling the ad campaign against Amendment 4 are recipients of a congressional bailout, in the form of humongous tax refunds earlier this year.""",0.6
7464,"An aide ""acted on his own"" and ""was not representing the Thompson campaign"" when he sent an email criticizing the sexual orientation of U.S. Senate candidate Tammy Baldwin.",0.0
7465,"""Rhode Island already gets more revenue per capita from gambling than any other state in the country.""",1.0
7466,"""We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.""",0.2
7467,"""Joe Garcia raised utility rates on families.""",0.2
7468,"Says when an interviewer asked Donald Trump if he treats women with respect, Trump replied, ""I can't say that.""",0.4
7469,"Says the Obama administration invited ""Russia into Syria.""",0.4
7470,"Hitler ""abolished unions and that’s what"" Wisconsin Gov. Scott Walker is ""doing today.""",0.0
7471,"""Taxpayer money will provide iPod Touch devices to high school students in Utah, BlackBerry smart phones to smokers who kick the habit and funding for a study of exotic ants in East Africa.""",0.8
7472,"There is ""a constitutional issue"" that affects ""the paychecks of members of Congress"" during a shutdown.",1.0
7473,"The projected $1.8 billion state budget shortfall for 2015-’17 ""actually comes from an assumption based on zero growth. That just doesn’t happen.""",0.4
7474,"""Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.""",0.8
7475,"The new health care law will ""force seniors into Barack Obama's government-run health care program.""",0.0
7476,"The state of Florida has seen ""double-digit drops"" in alcohol use among teens.",0.8
7477,"Says Bruce Braley took ""tens of thousands from his friends in the health insurance industry"" and gave them ""special favors"" by voting for Obamacare.",0.0
7478,"""Ninety percent of the topsoil has inadequate moisture to grow crops.""",1.0
7479,"""John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices.""",0.2
7480,"Last year, Beaverton School District had the highest number of homeless students ever recorded in Oregon.",0.2
7481,"The largest number of gamblers are ""from the poorest segments of the population.""",0.4
7482,"Signs letter saying Consumer Product Safety Commission is acting ""without consultation or input from the company"" to stop the sale of Buckyballs.",0.2
7483,"""It will cost $50,000 per enrollee in Obamacare over the next 10 years.""",0.2
7484,"""The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.""",0.0
7485,"Says Donald Trump mocked ""someone with a disability.""",1.0
7486,"""Texas is LAST (50th) in spending for mental health care.""",0.8
7487,"""Just a little over 60 percent of your electric bill, my electric bill, 60 percent of that is pass-throughs, whether they be for building of nuclear plants or whatever they may be."" A planned nuclear plant repair ""will only increase that percentage.""",0.8
7488,On a cap-and-trade plan.,0.5
7489,"""Austin is the only city in an arid landscape in the western United States dependent on a single source of water.""",0.6
7490,"Says that when Michelle Fields ""found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.""",0.0
7491,"Says Republican gubernatorial candidate Scott Walker ""increased his own pay by $50,000.""",0.0
7492,On pay for fired Milwaukee police officers,0.5
7493,"Rep. Peter Petrarca ""voted on two pieces of legislation that helped auto body shops ... and at that point I think there is a conflict of interest.""",0.8
7494,"Obamacare includes a ""$700 billion cut from Medicare for seniors.""",0.6
7495,"""On (Rob Portman's) watch as Bush's trade czar, our deficit with China exploded"" and ""as Bush's budget chief, Portman oversaw a spending spree that doubled the deficit.""",0.6
7496,"""The average faculty member at UW-Madison brings in close to a quarter million dollars a year"" in grant money.",0.8
7497,"""The health care numbers are going up.""",0.4
7498,Says Rep. Renee Ellmers voted for the government shutdown 21 times.,0.6
7499,"""Just like Donald Trump, David Jolly wants to outlaw a woman's right to choose.""",0.4
7500,"""Hillary Clinton wants to shut down family farms"" using ""radical regulation,"" by raising business tax ""rates as high as nearly 50 percent"" and by taxing ""family farms again at death by as much as 45 percent.""",0.2
7501,"In his first TV interview as president, Obama said we ""should talk to Iran.""",1.0
7502,Says gun ownership information could be recorded and collected by the federal government and insurance companies as part of the federal health care law.,0.2
7503,"On tax inversions, the Wall Street Journal ""surprisingly attacked this tax scheme.""",0.2
7504,"The Medicaid expansion is ""going to cost Florida $1.9 billion a year.""",0.2
7505,"""This issue of busing voters in to New Hampshire is widely known by anyone who’s worked in New Hampshire politics. It’s very real, it’s very serious.""",0.0
7506,"Says Majority Leader Eric Cantor called for ""abolishing Social Security and Medicare.""",0.2
7507,"""The Congressional Budget Office has this economic model where they measure the economy going forward, and they are now telling us that the entire economy crashes in the year 2037 because their computer simulation can't conceive of any way in which the U.S. economy can continue.""",0.6
7508,"Chile ranks third internationally in economic freedom, while the U.S. ranks 17th.",0.4
7509,"""Typical minimum wage earners in America are teenagers living with their parents in middle class families.""",0.4
7510,"Says President Obama ""is reducing our naval fleet to 1917 levels...""",0.4
7511,"""Lincoln was fervently making plans to send all freed slaves to the jungles of Central America once the (Civil War) was over. … The only thing that kept this from happening was his assassination.""",0.2
7512,"Says Hillary Clinton ""doesn’t believe in your right to keep a gun at home for self-defense.""",0.2
7513,"""Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinson’s""",0.8
7514,"Says President Barack Obama’s finance team is recommending a ""1% tax on all transactions at any financial institution.""",0.0
7515,"Says ""Rick Santorum supported (Arlen) Specter over conservative candidates twice.""",1.0
7516,"A $10 million fire fee proposal in St. Petersburg was ""inspired"" by Gov. Rick Scott.",0.0
7517,"Says the Southwest Florida Water Management District has $850 million in reserves, enough money in savings to run without levying taxes for more than two years.",0.2
7518,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",0.0
7519,"""A black male baby born today, if we do not change the system, stands a one-in-three chance (of) ending up in jail.""",0.8
7520,"Of Sen. Jeff Sessions, ""you've objected to immigrants volunteering to serve in our armed forces, saying, 'In terms of who's going to be most likely to be a spy, somebody from Cullman, Ala., or somebody from Kenya?'""",0.8
7521,Obama couldn't have afforded his home without Rezko's help.,0.2
7522,"""Jackie Evancho’s album sales have skyrocketed after announcing her inauguration performance.""",1.0
7523,"""2009-2010, let's remember, hundreds of Republican amendments were adopted in the ACA.""",0.6
7524,"Says Gov. Scott Walker ""made more than $70 million in cuts to job training programs through (Wisconsin’s) technical colleges.""",0.6
7525,"Says he ""raised average family income by 50 percent"" during his tenure as Arkansas governor.",0.4
7526,"Education funding of $7,176 per student is a ""historic level.""",0.6
7527,"""Middle-class families throughout America (would) have to pay $6,000 per year"" to pay for tax cuts for the wealthy.",0.2
7528,"Says an array of statistics show that conditions in some parts of Baltimore rival that of ""the West Bank in Palestine,"" ""North Korea,"" and ""distressed cities in Nigeria, India, China and South Africa.""",0.8
7529,"It’s hard to get people in Portland to vote yes on ballot measures, especially when there’s opposition.",0.4
7530,"South Carolina has a labor shortage, specifically in the meatpacking industry.",0.8
7531,"Says ""our deficits are falling at the fastest rate in 60 years.""",1.0
7532,"The State Department says the 42,000 jobs created by the Keystone XL pipeline are ""ongoing, enduring jobs.""",0.2
7533,"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",0.2
7534,"Claims Wisconsin Senate Majority Leader Scott Fitzgerald said: ""It is necessary to eliminate unions in order to balance future budgets.""",0.2
7535,"Says the initial Portland plastic bag ban represented ""only a modest share of total single-use checkout bag use.""",0.4
7536,"""We’re spending less money today, in upcoming fiscal year 2014 than the Corzine-Buono budget spent in fiscal year 2008.""",0.8
7537,"""All legislative mail, from the content to the timing, is approved by the speaker's office.""",0.2
7538,"Says Ted Cruz said, ""There is no place for gays or atheists in my America. None. Our Constitution makes that clear.""",0.0
7539,"""In 2011, there were more than 28,000 new Tennessee jobs created and over $4 billion in capital investment. Our Jobs4TN plan is working.""",0.6
7540,Says Houston National Cemetery is preventing Christian prayers from being said at military funerals.,0.2
7541,"Accuses Ed FitzGerald of ""pay-to-play and corruption politics.""",0.0
